0.0,0.035794016264179995
0.07012483601762931,0.291453061661376
0.19868703538328303,0.6482057087042048
0.3155617620793319,1.2754551295235124
0.5726861608106393,1.982691132546049
1.110309903612464,3.293289351394812
1.718058482431918,4.505971238207132
2.571243987313075,5.701408113140666
3.4711793828726507,6.928156878256101
4.604864231824324,8.16210188168968
5.855423807472047,9.465369521201424
7.608544707912779,10.794208967475399
8.882479228899712,11.97852463268956
10.542100347983606,13.348680426556982
11.979659486345007,14.716753119871196
13.686030496107321,15.916257908671696
15.263839306503979,17.17166961137096
17.180584824319183,18.56030666534163
18.957080670099124,19.796793357347
20.52320200782618,21.004215071789407
22.428260052971773,22.314381171874665
24.052818754046854,23.317490445758917
25.72412734580035,24.57516838689848
28.435621005148683,26.520280077752716
30.422491358981514,27.83915132835196
32.502861494171185,28.660891380779788
33.893670741854166,29.161600269573512
35.29616746220675,29.64040175171334
36.780476491246574,29.942495066710876
37.91416134019825,30.0
