1.1649| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.16499| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Move Arms Back
1.18223| Arms/update|  | Current Arms State: STORED | Wanted Arms State: GRABGOLDGOLD | Left Arm Moving To Position
1.18244| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.18257| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Move Arms Back
1.19773| Arms/update|  | Current Arms State: STORED | Wanted Arms State: GRABGOLDGOLD | Left Arm Moving To Position
1.19793| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.19805| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Move Arms Back
1.21352| Arms/update|  | Current Arms State: STORED | Wanted Arms State: GRABGOLDGOLD | Left Arm Moving To Position
1.21371| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.21383| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Move Arms Back
1.23193| Arms/update|  | Current Arms State: STORED | Wanted Arms State: GRABGOLDGOLD | Left Arm Moving To Position
1.23215| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.23222| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Move Arms Back
1.24873| Arms/update|  | Current Arms State: STORED | Wanted Arms State: GRABGOLDGOLD | Left Arm Moving To Position
1.24964| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.24993| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Move Arms Back
1.26447| Arms/update|  | Current Arms State: STORED | Wanted Arms State: GRABGOLDGOLD | Right Arm Moving To Position
1.26462| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.2647| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Move Arms Back
1.27983| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.28002| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.2801| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Lift Moving Down
1.29913| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.29985| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.30012| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.31453| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.31482| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.3149| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.33017| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.33038| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.33047| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.34575| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.34596| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.34605| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.36189| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.36215| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.36226| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.38146| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.38179| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.38191| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.39732| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.39756| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.39765| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.41573| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.41609| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.41629| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.43206| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.43236| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.4325| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.44773| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.44797| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.4481| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.46683| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.46708| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.46731| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.48301| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.48338| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.4835| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.49816| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.4984| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.49853| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.51333| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.51352| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.51361| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.52865| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.52885| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.52894| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.54934| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.54965| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.54983| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.56516| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.56567| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.56579| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.58223| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.58268| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.58287| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.60131| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.60154| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.60164| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.61672| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.61716| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.61736| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.63216| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.63244| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.63266| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.65044| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.65086| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.65106| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.66571| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.66623| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.6665| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.68292| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.68339| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.68366| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.70247| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.70291| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.70308| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.71759| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.71799| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.71812| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.73465| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.73527| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.73543| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.75259| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.7529| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.75302| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.77504| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.77539| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.77552| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.79364| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.79393| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.79406| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.81753| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.83124| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.83155| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.85104| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.85139| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.85147| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.86615| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.86678| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.86698| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.89371| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.89388| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.89393| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.90939| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.9096| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.90972| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.92484| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.92496| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.92501| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.94509| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.94531| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.94537| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.96096| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.96118| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.96125| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.97713| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.97745| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.97758| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
1.99288| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
1.99309| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
1.99317| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
2.00827| Arms/update|  | Current Arms State: GRABGOLDGOLD | Wanted Arms State: GRABGOLDGOLD
2.00845| Lift/update|  | Current Lift State: DOWN | Wanted Lift State: DOWN | inPosition: true
2.00851| +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++Claws Grabbing From Hopper
